"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","COFOG","SECTOR","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"IMF.STA:GENENVPROEXP(1.0.2)","BRA.GF0560_S13.POGDP_PT.A","OBS_VALUE","Brazil","Environmental protection n.e.c.","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.0369","0.036","0.0346","0.0355","0.0325","0.032","",""
"IMF.STA:GENENVPROEXP(1.0.2)","BTN.GF0540_S13.POGDP_PT.A","OBS_VALUE","Bhutan","Protection of biodiversity and landscape","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","MKD.GF0530_S13.XDC.A","OBS_VALUE","North Macedonia, Republic of","Pollution abatement","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","100169268.8","5137253.356","139106208.8","92903802.99","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","MKD.GF0560_S13.XDC.A","OBS_VALUE","North Macedonia, Republic of","Environmental protection n.e.c.","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","943072069.3","824413440.4","762011148.5","2651677112","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","NZL.GF0550_S13.XDC.A","OBS_VALUE","New Zealand","R&D Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","60550000","60295000","64788000","67955000","73175000","77087000","",""
"IMF.STA:GENENVPROEXP(1.0.2)","NRU.GF0550_S13.XDC.A","OBS_VALUE","Nauru, Republic of","R&D Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","NZL.GF0520_S13.XDC.A","OBS_VALUE","New Zealand","Waste water management","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","NLD.GF0510_S13.POGDP_PT.A","OBS_VALUE","Netherlands, The","Waste management","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.65271418","0.649401523","0.660351284","0.622630264","0.636534202","0.632954799","0.622145301","0.637949303","0.677638892","0.670714888","0.64097095","0.640325997","0.608879629","0.589000584","0.611834672","0.609524286","0.591058169","0.594517938","0.581713132","0.586246947","0.583471496","0.623855594","0.601371544","0.61047537","0.566751327","0.600354036","0.579838661","0.568359051"
"IMF.STA:GENENVPROEXP(1.0.2)","PHL.GF0540_S13.POGDP_PT.A","OBS_VALUE","Philippines","Protection of biodiversity and landscape","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.00921","0.0101","0.0162","0.0678","0.0487","0.0472","",""
"IMF.STA:GENENVPROEXP(1.0.2)","BEL.GF0520_S13.XDC.A","OBS_VALUE","Belgium","Waste water management","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","581500000","597100000","598800000","524200000","442900000","401400000","263700000","241000000","262300000","103100000","163100000","229100000","333800000","283000000","344600000","332800000","359300000","435800000","477300000","529300000","571500000",""
"IMF.STA:GENENVPROEXP(1.0.2)","PNG.GF0540_S13.XDC.A","OBS_VALUE","Papua New Guinea","Protection of biodiversity and landscape","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","","1000000","15799424.08","9589409.595","1062779.545","1000000","543690.298"
"IMF.STA:GENENVPROEXP(1.0.2)","NRU.GF0560_S13.XDC.A","OBS_VALUE","Nauru, Republic of","Environmental protection n.e.c.","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","312436.2","365143.6","279641.472","877874.262","2895001.4","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","NOR.GF0550_S13.POGDP_PT.A","OBS_VALUE","Norway","R&D Environmental protection","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.0328","0.0299","0.0251","0.0284","0.0231","0.0156","0.0161","0.0167","0.0191","0.0181","0.027040046","0.0276","0.021","0.03539117","0.0816","0.134300522","0.11260071","0.0867","0.0578","0.036941252","0.0363","0.0365","0.035","0.0386","0.0421","0.0406","0.035","0.0305"
"IMF.STA:GENENVPROEXP(1.0.2)","NLD.GF0540_S13.POGDP_PT.A","OBS_VALUE","Netherlands, The","Protection of biodiversity and landscape","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.145351042","0.118969895","0.111368231","0.135177976","0.112525896","0.135396133","0.143603919","0.164226549","0.121877498","0.107881183","0.113091165","0.121290711","0.105948286","0.127163557","0.166121996","0.147218263","0.121010088","0.118689181","0.124306736","0.092322354","0.0962","0.1192935","0.112850303","0.130622349","0.134062271","0.134834846","0.126581261","0.13050976"
"IMF.STA:GENENVPROEXP(1.0.2)","NOR.GF0520_S13.POGDP_PT.A","OBS_VALUE","Norway","Waste water management","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.400669062","0.382108957","0.380167172","0.401827646","0.362110569","0.29122701","0.241397732","0.249209632","0.254049335","0.267599041","0.246414941","0.230395277","0.243117668","0.251704439","0.302494721","0.302339301","0.291502027","0.301868905","0.313946546","0.365490672","0.404321409","0.431092719","0.40034871","0.38095041","0.407847123","0.429602132","0.35440036","0.31034008"
"IMF.STA:GENENVPROEXP(1.0.2)","OMN.GF0540_S13.XDC.A","OBS_VALUE","Oman","Protection of biodiversity and landscape","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","BRA.GF0530_S13.XDC.A","OBS_VALUE","Brazil","Pollution abatement","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","917450861.7","743167289.3","746227535.6","755434024.3","607740813.1","585510438.6","",""
"IMF.STA:GENENVPROEXP(1.0.2)","PNG.GF0530_S13.XDC.A","OBS_VALUE","Papua New Guinea","Pollution abatement","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","PHL.GF0540_S13.XDC.A","OBS_VALUE","Philippines","Protection of biodiversity and landscape","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","1284441000","1531202000","2676127000","12382999000","9502918000","8471924000","",""
"IMF.STA:GENENVPROEXP(1.0.2)","BRA.GF0550_S13.XDC.A","OBS_VALUE","Brazil","R&D Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","628953445.2","466891662.8","406335107.2","381999871.9","389662724.9","342679131.3","",""
"IMF.STA:GENENVPROEXP(1.0.2)","OMN.GF0560_S13.XDC.A","OBS_VALUE","Oman","Environmental protection n.e.c.","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","MKD.GF0540_S13.XDC.A","OBS_VALUE","North Macedonia, Republic of","Protection of biodiversity and landscape","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","90202133.88","203720915.2","41804399.83","123588755.6","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","OMN.GF05_S13.POGDP_PT.A","OBS_VALUE","Oman","Environmental protection","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","0","0.315156548","0.363532746","0.388331615","0.237993934","0.157747339","0.169107578","0.17736281","0.260294736","0.416449239","0.277343466","0.0461","0.0541","0.0958","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","BGR.GF05_S13.XDC.A","OBS_VALUE","Bulgaria","Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","10487000","17791000","176198000","245464000","251533000","305800000","371477000","240210000","333336000","324370000","329413000","626667000","767013000","493109000","803044000","498008000","555385000","565529000","774774000","577449000","696716000","629409000","688286000","768805000","810898000","836399000","1093823000",""
"IMF.STA:GENENVPROEXP(1.0.2)","NOR.GF0530_S13.POGDP_PT.A","OBS_VALUE","Norway","Pollution abatement","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.038416054","0.0368","0.0378","0.0356","0.0533","0.0288","0.0559","0.038423548","0.0346","0.03","0.0336","0.034","0.031","0.07940131","0.091","0.0562","0.0735","0.058865275","0.120990119","0.113259094","0.115552349","0.107027039","0.111823197","0.0888","0.0906","0.163451608","0.172570134","0.21579119"
