"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","GFS_STO","SECTOR","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"IMF.STA:ENVTX(1.0.2)","BWA.ECGTET_S13.XDC.A","OBS_VALUE","Botswana","Environmental taxes, Taxes on transport (excluding fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","257379000","278702000","379551000","","","","",""
"IMF.STA:ENVTX(1.0.2)","COD.ECGTER_S13.XDC.A","OBS_VALUE","Congo, Democratic Republic of the","Environmental taxes, Taxes on resources","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","82251000","824529000","2678880100","3725198000","4431573100","5625143100","5105801800","4521074200","7296315900","5730939000","3849824000","4939519000","3245178000","2551424100","2791152100","3238090100","2774116000","5391356000","4780199200","2713242900","1933391000","3579769000",""
"IMF.STA:ENVTX(1.0.2)","CPV.ECGTEP_S13.XDC.A","OBS_VALUE","Cabo Verde","Environmental taxes, Taxes on pollution","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","0","0","0","0","0","125527000","61788000","113082000","83260000","114978000","191822000","218053000","215618000","221703000","187095000","267192000","530661000","542596000","570875000","558405000","595097000","677820000","684175000","716748000","738681000","592765000","675253000",""
"IMF.STA:ENVTX(1.0.2)","BGR.ECGTEN_S13.POGDP_PT.A","OBS_VALUE","Bulgaria","Environmental taxes, Taxes on energy (including fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","1.086215398","0.719135821","1.134315629","1.827889287","2.172345926","2.420329616","2.329137919","2.093207398","2.446819907","2.625066633","2.615536556","2.407206769","2.837458741","2.845740258","2.495070302","2.420454954","2.369223693","2.355081557","2.507607373","2.483825937","2.60334422","2.599640885","2.440439318","2.249596909","2.644127533","2.665385065","2.454232318","1.961757516"
"IMF.STA:ENVTX(1.0.2)","NER.ECGTE_S13.XDC.A","OBS_VALUE","Niger","Environmental taxes","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","5328415000","6345446000","7423804000","8257901000","7988834000","7534369000","7611037000","8772080000","8369809000","10883453000","14131980000","15292116000","21941354000","16851432000","14825714900","22179643900","15523077100","13781498000","21891872100","19250805000","21360290000","19126723000",""
"IMF.STA:ENVTX(1.0.2)","MKD.ECGTET_S13.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","Environmental taxes, Taxes on transport (excluding fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.649749353","0.649418118","0.642106694","0.629390946","0.665022817","","",""
"IMF.STA:ENVTX(1.0.2)","CHL.ECGTET_S13.POGDP_PT.A","OBS_VALUE","Chile","Environmental taxes, Taxes on transport (excluding fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.272459394","0.284230075","0.303746353","0.320532301","","","",""
"IMF.STA:ENVTX(1.0.2)","COL.ECGTEN_S13.POGDP_PT.A","OBS_VALUE","Colombia","Environmental taxes, Taxes on energy (including fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.745467391","0.784726568","0.554312195","0.506893564","0.501326802","0.425939461","",""
"IMF.STA:ENVTX(1.0.2)","COL.ECGTER_S13.XDC.A","OBS_VALUE","Colombia","Environmental taxes, Taxes on resources","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","42794000000","48817000000","49522000000","55685000000","60782000000","56256000000","",""
"IMF.STA:ENVTX(1.0.2)","BHS.ECGTEN_S13.POGDP_PT.A","OBS_VALUE","Bahamas, The","Environmental taxes, Taxes on energy (including fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","0.011292848","0.011849676","0.0113","0.00984","0.0109","0.00916","0.00929"
"IMF.STA:ENVTX(1.0.2)","BWA.ECGTEP_S13.POGDP_PT.A","OBS_VALUE","Botswana","Environmental taxes, Taxes on pollution","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","",""
"IMF.STA:ENVTX(1.0.2)","CHL.ECGTEP_S13.POGDP_PT.A","OBS_VALUE","Chile","Environmental taxes, Taxes on pollution","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.0609","0.0648","","",""
"IMF.STA:ENVTX(1.0.2)","ARM.ECGTET_S13.XDC.A","OBS_VALUE","Armenia, Republic of","Environmental taxes, Taxes on transport (excluding fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","12748515460","13761332330","15824297250","15451409090","17019341750","6958300000","",""
"IMF.STA:ENVTX(1.0.2)","COL.ECGTEN_S13.XDC.A","OBS_VALUE","Colombia","Environmental taxes, Taxes on energy (including fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","6000000000000","6780000000000","5100000000000","5010000000000","5310000000000","4250000000000","",""
"IMF.STA:ENVTX(1.0.2)","BGR.ECGTET_S13.XDC.A","OBS_VALUE","Bulgaria","Environmental taxes, Taxes on transport (excluding fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","1419100","1941900","3208600","23895800","38672300","44892700","44998400","58836800","77397800","82812500","106906500","140664300","175517700","223792900","198192900","187401500","175869600","203392000","215730100","236700100","253089800","305491000","307166100","340659800","353030900","372499400","406153119.6","412074210"
"IMF.STA:ENVTX(1.0.2)","BTN.ECGTEP_S13.XDC.A","OBS_VALUE","Bhutan","Environmental taxes, Taxes on pollution","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","50000000","70000000","92000000","97000000","97000000","59000000","75000000","124000000"
"IMF.STA:ENVTX(1.0.2)","ARM.ECGTEN_S13.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","Environmental taxes, Taxes on energy (including fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.00565","0.00623","0.00557","0.00508","0.00393","0.00425","",""
"IMF.STA:ENVTX(1.0.2)","AUT.ECGTEN_S13.XDC.A","OBS_VALUE","Austria","Environmental taxes, Taxes on energy (including fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","2296189000","2592423500","3059406300","2986091900","3099876164","3288199394","3634932989","3801008500","4009299200","4330143500","4350276900","4221274600","4453188900","4603031100","4460889400","4585281700","5007551600","5030725000","5093455000","5023851300","5216396100","5284467400","5539726700","5385285700","5556184900","4599397900","5310581130","4793298100"
"IMF.STA:ENVTX(1.0.2)","SMR.ECGTET_S13.POGDP_PT.A","OBS_VALUE","San Marino, Republic of","Environmental taxes, Taxes on transport (excluding fuel for transport)","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0.496599506","0.470776421","0.46669094","0.445598978","0.424660548","0.41370688","",""
"IMF.STA:ENVTX(1.0.2)","BEL.ECGTEP_S13.POGDP_PT.A","OBS_VALUE","Belgium","Environmental taxes, Taxes on pollution","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","0.170127574","0.210091975","0.226772244","0.200882283","0.196527059","0.169771204","0.172962405","0.154287611","0.142460781","0.194893701","0.196234263","0.160026941","0.144901808","0.151826717","0.140986536","0.136283489","0.132644338","0.127222213","0.126298106","0.121810417","0.120781932","0.125765749","0.119132655","0.119921539","0.117553369","0.120564899","0.0946","0.0986"
"IMF.STA:ENVTX(1.0.2)","BWA.ECGTEN_S13.XDC.A","OBS_VALUE","Botswana","Environmental taxes, Taxes on energy (including fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","108992000","107399000","126406000","","","","",""
"IMF.STA:ENVTX(1.0.2)","CHL.ECGTET_S13.XDC.A","OBS_VALUE","Chile","Environmental taxes, Taxes on transport (excluding fuel for transport)","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","432000000000","480000000000","545000000000","607000000000","","","",""
"IMF.STA:ENVTX(1.0.2)","SMR.ECGTER_S13.XDC.A","OBS_VALUE","San Marino, Republic of","Environmental taxes, Taxes on resources","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Environmental Taxes; Public Spending","English","2026-04-06T17:15:18.520140900Z","2026-04-06T17:15:18.584519300Z","","Environmental taxes are a subset of taxes, as defined in the 2008 System of National Accounts and the Government Finance Statistics Manual 2014, whose tax base is a physical unit (or a proxy of it) of something that has a proven, specific, negative impact on the environment.","Public (Unrestricted)","","Public or Unrestricted","","Organisation for Economic Co-operation and Development. Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2023-06-17.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Environmental Taxes,  https://data.imf.org/en/datasets/IMF.STA:ENVTX. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","",""
