"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SUB_TYPE","FFS","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"IMF.STA:FFS(1.0.2)","HND.EX_MIT_RP.DIE_ALL.USQ2021.A","OBS_VALUE","Honduras","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Diesel","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","1.059743636","0.917140608","1.011849259","1.135109842","1.067060199","0.85038429","1.02411468","1.284795969","1.036276862","0.925","0.830269348","0.798666717","0.794176867","0.792066567","0.790010094","0.790010094","0.790010094","0.790010094","0.790010094","0.790010094","0.790010094"
"IMF.STA:FFS(1.0.2)","UKR.EX_MIT_SUP_CO.COA_TOT.USQ2021.A","OBS_VALUE","Ukraine","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","3.319550249","3.463963712","4.345402956","4.597787612","3.943064527","3.692920447","5.705329693","5.76358855","4.417847888","4.329057108","3.858374023","3.747804235","3.695125638","3.659812438","3.637046541","3.611087936","3.588992028","3.567462441","3.547319147","3.52861378","3.511451394"
"IMF.STA:FFS(1.0.2)","UKR.EX_MIT_RP.ECY_RES.USQ2021.A","OBS_VALUE","Ukraine","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - residential","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.01","0.01","0.01","0.01","0.01","0.01","0.065959929","0.052506257","0.066889768","0.089","0.089","0.089","0.089","0.089","0.089","0.089","0.089","0.089","0.089","0.089","0.089"
"IMF.STA:FFS(1.0.2)","GEO.EX_MIT_SUP_CO.COA_IND.USQ2021.A","OBS_VALUE","Georgia","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","5.081742","5.466263","6.106913","7.567399","6.919947","6.009625","7.629365","8.149185","6.609738","5.933","5.405363","5.412617","5.438254","5.416446","5.394495","5.394495","5.394495","5.394495","5.394495","5.394495","5.394495"
"IMF.STA:FFS(1.0.2)","UKR.EX_MIT_RP.NGA_IND.USQ2021.A","OBS_VALUE","Ukraine","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Natural gas - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","13.06223336","9.076033905","10.05709086","11.44974933","8.744987608","5.907869206","8.260034563","17.24134041","8.033975635","7.267","7.334998118","7.069558393","6.996194917","6.914734697","6.849005701","6.849005701","6.849005701","6.849005701","6.849005701","6.849005701","6.849005701"
"IMF.STA:FFS(1.0.2)","SAU.EX_MIT_SUP_CO.GSO_ALL.USQ2021.A","OBS_VALUE","Saudi Arabia","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Gasoline","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.706496","0.594443","0.679257","0.799822","0.726337","0.512593","0.826408","1.043749","0.886392","0.828","0.705971","0.665261","0.659478","0.656759","0.65411","0.65411","0.65411","0.65411","0.65411","0.65411","0.65411"
"IMF.STA:FFS(1.0.2)","SYC.EX_MIT_SUP_CO.COA_RES.USQ2021.A","OBS_VALUE","Seychelles","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - residential","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","12.497434","12.856365","14.003239","14.804317","13.075167","12.61573","15.454238","22.04936","14.881687","14.02195","12.798216","12.815039","12.874499","12.82392","12.773011","12.773011","12.773011","12.773011","12.773011","12.773011","12.773011"
"IMF.STA:FFS(1.0.2)","GRC.EX_MIT_RP.COA_POW.USQ2021.A","OBS_VALUE","Greece","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Coal - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","2.622237063","2.467918245","2.647949388","3.295439906","3.802168525","4.196198264","4.211020702","11.74104207","12.65451497","8.81","8.721604665","8.722819887","8.727114928","8.723461381","8.719784049","8.719784049","8.719784049","8.719784049","8.719784049","8.719784049","8.719784049"
"IMF.STA:FFS(1.0.2)","HND.EX_MIT_SUP_CO.COA_POW.USQ2021.A","OBS_VALUE","Honduras","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","4.252205","4.563493","5.561973","6.258713","4.753937","4.354888","6.82396","12.55864","6.325714","5.575","4.690664","4.702821","4.74579","4.709239","4.672449","4.672449","4.672449","4.672449","4.672449","4.672449","4.672449"
"IMF.STA:FFS(1.0.2)","IND.EX_MIT_RP.NGA_POW.USQ2021.A","OBS_VALUE","India","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Natural gas - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","5.70224104","3.854080901","3.134046377","3.658824905","4.05973478","2.810386828","3.274852593","6.011430683","8.13997019","7.62","7.62","7.62","7.62","7.62","7.62","7.62","7.62","7.62","7.62","7.62","7.62"
"IMF.STA:FFS(1.0.2)","TON.EX_MIT_RP.NGA_POW.USQ2021.A","OBS_VALUE","Tonga","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Natural gas - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","6.461657828","6.461791233","6.461252347","6.462259004","6.462459987","6.46267833","6.461758616","6.461484317","6.461551558","6.465","6.503268914","5.856658082","5.677801922","5.477123057","5.312981725","5.312981725","5.312981725","5.312981725","5.312981725","5.312981725","5.312981725"
"IMF.STA:FFS(1.0.2)","ZWE.EX_MIT_RP.LPG_ALL.USQ2021.A","OBS_VALUE","Zimbabwe","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","LPG","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.553818585","0.47326807","0.53547421","0.603144174","0.552908894","0.399462569","0.581668209","0.741066886","0.640989208","0.598835","0.518838379","0.492151096","0.48835958","0.486577508","0.48484089","0.48484089","0.48484089","0.48484089","0.48484089","0.48484089","0.48484089"
"IMF.STA:FFS(1.0.2)","PRT.EX_MIT_SUP_CO.COA_RES.USQ2021.A","OBS_VALUE","Portugal","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - residential","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","26.474897","28.590957","34.38865","38.090203","30.218814","6.970171","8.266793","89.802898","39.117054","31.9431","26.449455","26.524979","26.79191","26.564847","26.336306","26.336306","26.336306","26.336306","26.336306","26.336306","26.336306"
"IMF.STA:FFS(1.0.2)","UKR.EX_MIT_RP.COA_IND.USQ2021.A","OBS_VALUE","Ukraine","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Coal - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","4.371277122","4.55696074","5.466032722","5.703021618","5.206517868","4.953306784","6.975551743","5.769258965","4.780045706","4.497","4.257456775","4.260749915","4.27238908","4.262488304","4.252523072","4.252523072","4.252523072","4.252523072","4.252523072","4.252523072","4.252523072"
"IMF.STA:FFS(1.0.2)","TON.EX_MIT_SUP_CO.ECY_IND.USQ2021.A","OBS_VALUE","Tonga","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Electricity - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.238456","0.24563","0.249198","0.249012","0.251434","0.246648","0.271983","0.271983","0.265916","0.249722","0.234231","0.216907","0.204823","0.193558","0.185703","0.179344","0.173656","0.16871","0.1643","0.160336","0.156663"
"IMF.STA:FFS(1.0.2)","SAU.EX_MIT_SUP_CO.KER_ALL.USQ2021.A","OBS_VALUE","Saudi Arabia","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Kerosene","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.601977","0.432441","0.560291","0.719839","0.62331","0.460443","0.745231","0.849048","0.757398","0.7498","0.641464","0.605322","0.600188","0.597774","0.595422","0.595422","0.595422","0.595422","0.595422","0.595422","0.595422"
"IMF.STA:FFS(1.0.2)","TON.EX_MIT_SUP_CO.COA_TOT.USQ2021.A","OBS_VALUE","Tonga","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0","0","0","0","0","0","9.54474882","12.77913006","9.496185956","8.375216667","7.532938735","7.544518019","7.585443462","7.550630514","7.515590931","7.515590931","7.515590931","7.515590931","7.515590931","7.515590931","7.515590931"
"IMF.STA:FFS(1.0.2)","TZA.EX_MIT_RP.OOP_ALL.USQ2021.A","OBS_VALUE","Tanzania, United Republic of","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Oil products - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.983178234","0.834801222","0.891788108","1.021382816","0.959952625","0.791791172","0.868399863","1.171149582","1.094510201","1.018502768","0.936299169","0.908875626","0.904979508","0.903148272","0.901363744","0.901363744","0.901363744","0.901363744","0.901363744","0.901363744","0.901363744"
"IMF.STA:FFS(1.0.2)","RUS.EX_MIT_RP.ECY_IND.USQ2021.A","OBS_VALUE","Russian Federation","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.033075644","0.041806979","0.048609699","0.039959862","0.044154215","0.036341209","0.037030135","0.040719138","0.0308722","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03"
"IMF.STA:FFS(1.0.2)","TUR.EX_MIT_RP.LPG_ALL.USQ2021.A","OBS_VALUE","Türkiye, Republic of","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","LPG","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","1.025976699","0.959953581","0.936014227","0.791728498","0.692750546","0.568320428","0.571164602","0.598689376","0.524684557","0.601453014","0.531809665","0.508088129","0.504717962","0.503133931","0.501590303","0.501590303","0.501590303","0.501590303","0.501590303","0.501590303","0.501590303"
"IMF.STA:FFS(1.0.2)","GRC.EX_MIT_RP.NGA_POW.USQ2021.A","OBS_VALUE","Greece","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Natural gas - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","16.08137815","11.78434228","11.41304562","13.41277758","13.78347416","10.11496983","15.30848938","37.19371818","25.59408326","17.278","17.59574024","16.35539884","16.01258747","15.63194179","15.32480466","15.32480466","15.32480466","15.32480466","15.32480466","15.32480466","15.32480466"
"IMF.STA:FFS(1.0.2)","SYC.EX_MIT_SUP_CO.NGA_RES.USQ2021.A","OBS_VALUE","Seychelles","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Natural gas - residential","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","19.637738","18.304206","18.904888","19.707018","18.064041","16.322715","22.391544","27.696944","20.542053","19.95595","20.776505","19.83497","19.497774","19.117413","18.825558","18.825558","18.825558","18.825558","18.825558","18.825558","18.825558"
"IMF.STA:FFS(1.0.2)","TZA.EX_MIT_SUP_CO.GSO_ALL.USQ2021.A","OBS_VALUE","Tanzania, United Republic of","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Gasoline","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.816492","0.681402","0.78039","0.885585","0.806133","0.557474","0.845236","1.08868","0.922873","0.85432","0.728281","0.686234","0.68026","0.677452","0.674716","0.674716","0.674716","0.674716","0.674716","0.674716","0.674716"
